"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"14","lldD","GO:0000166~nucleotide binding",0.0120665120614183,1.23409607173367,1,1.91841824865913,0.000560999762177938,578,1.91841824865913,6,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"15","aceK","GO:0000166~nucleotide binding",0.0167721331408418,1.38172482119398,1,1.7754116987307,0.000560999762177938,578,1.7754116987307,5,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"16","ycdH","GO:0000166~nucleotide binding",0.0218341879217985,1.60377748180402,1,1.66086295614202,0.000560999762177938,578,1.66086295614202,4,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"17","nrdE","GO:0000166~nucleotide binding",0.0225797924448888,1.49155728841866,1,1.64628005445949,0.000560999762177938,578,1.64628005445949,3,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"18","ugd","GO:0000166~nucleotide binding",0.0293630199666812,1.05145442446864,1,1.53219927956603,0.000560999762177938,578,1.53219927956603,2,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"19","alsK","GO:0000166~nucleotide binding",0.0343391463915753,1.05953674799091,1,1.46421050480807,0.000560999762177938,578,1.46421050480807,1,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"20","serA","GO:0000166~nucleotide binding",0.0432030813099278,-1.08307193093183,-1,-1.36448527753286,0.000560999762177938,578,1.36448527753286,-1,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"21","rhlE","GO:0000166~nucleotide binding",0.0371718854362488,-1.46827492232886,-1,-1.4297854100156,0.000560999762177938,578,1.4297854100156,-2,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"22","sms","GO:0000166~nucleotide binding",0.0369362617765572,-1.09354057954462,-1,-1.43254706049202,0.000560999762177938,578,1.43254706049202,-3,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"23","wecC","GO:0000166~nucleotide binding",0.0343391463915753,-1.26901731969961,-1,-1.46421050480807,0.000560999762177938,578,1.46421050480807,-4,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"24","glnA","GO:0000166~nucleotide binding",0.0313729020149636,-1.2057201811793,-1,-1.50344530690657,0.000560999762177938,578,1.50344530690657,-5,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"25","purC","GO:0000166~nucleotide binding",0.0283775302999956,-1.22161533736753,-1,-1.54702540393689,0.000560999762177938,578,1.54702540393689,-6,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"26","dppD","GO:0000166~nucleotide binding",0.0252501597674809,-1.00801422149678,-1,-1.59773586958826,0.000560999762177938,578,1.59773586958826,-7,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"27","atpA","GO:0000166~nucleotide binding",0.0238014514127914,-1.13401747517753,-1,-1.62339655885329,0.000560999762177938,578,1.62339655885329,-8,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"28","glyS","GO:0000166~nucleotide binding",0.0223519269334898,-1.06063237323078,-1,-1.65068503089856,0.000560999762177938,578,1.65068503089856,-9,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"29","dppF","GO:0000166~nucleotide binding",0.0217778016438105,-1.03811496555576,-1,-1.66198596214445,0.000560999762177938,578,1.66198596214445,-10,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"30","ileS","GO:0000166~nucleotide binding",0.0188021105489783,-1.01626699262159,-1,-1.72579339816565,0.000560999762177938,578,1.72579339816565,-11,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"31","folE","GO:0000166~nucleotide binding",0.018626908141389,-1.22724451343579,-1,-1.72985922715263,0.000560999762177938,578,1.72985922715263,-12,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"32","ilvC","GO:0000166~nucleotide binding",0.0156334107508641,-1.57425422255693,-1,-1.80594626134851,0.000560999762177938,578,1.80594626134851,-13,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"33","rtcA","GO:0000166~nucleotide binding",0.0156334107508641,-1.23539071743251,-1,-1.80594626134851,0.000560999762177938,578,1.80594626134851,-14,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"34","alaS","GO:0000166~nucleotide binding",0.0142684715262981,-1.02007230975317,-1,-1.8456225470849,0.000560999762177938,578,1.8456225470849,-15,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"35","gltX","GO:0000166~nucleotide binding",0.0141055367805509,-1.15605650584222,-1,-1.85061038229163,0.000560999762177938,578,1.85061038229163,-16,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"36","gltD","GO:0000166~nucleotide binding",0.0126521001731437,-1.26608911728624,-1,-1.89783737821132,0.000560999762177938,578,1.89783737821132,-17,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"37","lysS","GO:0000166~nucleotide binding",0.0122087308867036,-1.27328680872166,-1,-1.91332947917943,0.000560999762177938,578,1.91332947917943,-18,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"38","hisD","GO:0000166~nucleotide binding",0.0113098693200645,-1.07508163174344,-1,-1.94654241310308,0.000560999762177938,578,1.94654241310308,-19,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"39","ndh","GO:0000166~nucleotide binding",0.00893943403834345,-1.41958897874962,-1,-2.04868997581314,0.000560999762177938,578,2.04868997581314,-20,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"40","nemA","GO:0000166~nucleotide binding",0.0086595185657639,-1.15307284913135,-1,-2.06250625232955,0.000560999762177938,578,2.06250625232955,-21,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"41","tauB","GO:0000166~nucleotide binding",0.00850078791531237,-1.35912664589307,-1,-2.07054081882528,0.000560999762177938,578,2.07054081882528,-22,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"42","lpxK","GO:0000166~nucleotide binding",0.00785765563880308,-1.16419113408597,-1,-2.1047070080318,0.000560999762177938,578,2.1047070080318,-23,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"43","guaA","GO:0000166~nucleotide binding",0.00721875781438171,-1.24271428878357,-1,-2.14153752829914,0.000560999762177938,578,2.14153752829914,-24,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"44","purL","GO:0000166~nucleotide binding",0.00711494149253847,-1.65575256769012,-1,-2.14782866684775,0.000560999762177938,578,2.14782866684775,-25,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"45","pdxY","GO:0000166~nucleotide binding",0.00632951200730811,-1.35701820267767,-1,-2.19862977192623,0.000560999762177938,578,2.19862977192623,-26,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"46","accA","GO:0000166~nucleotide binding",0.00564708719842202,-1.15810017815922,-1,-2.24817550613577,0.000560999762177938,578,2.24817550613577,-27,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"47","atpG","GO:0000166~nucleotide binding",0.00545080406259907,-1.51857735267598,-1,-2.26353942906411,0.000560999762177938,578,2.26353942906411,-28,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"48","modF","GO:0000166~nucleotide binding",0.00540255424997603,-1.16231622572844,-1,-2.2674008634365,0.000560999762177938,578,2.2674008634365,-29,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"49","valS","GO:0000166~nucleotide binding",0.0052971342771716,-1.14548307476392,-1,-2.27595901798463,0.000560999762177938,578,2.27595901798463,-30,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"50","yjjK","GO:0000166~nucleotide binding",0.00497365346920037,-1.08461723363891,-1,-2.30332447673732,0.000560999762177938,578,2.30332447673732,-31,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"51","mukB","GO:0000166~nucleotide binding",0.00484318740116193,-1.0490115692103,-1,-2.31486872613911,0.000560999762177938,578,2.31486872613911,-32,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"52","hisG","GO:0000166~nucleotide binding",0.0040521690084066,-1.29664329542388,-1,-2.39231244932171,0.000560999762177938,578,2.39231244932171,-33,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"53","rnfG","GO:0000166~nucleotide binding",0.0040521690084066,-1.79123807126092,-1,-2.39231244932171,0.000560999762177938,578,2.39231244932171,-34,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"54","leuB","GO:0000166~nucleotide binding",0.00387460786482862,-1.53216435052979,-1,-2.41177224432119,0.000560999762177938,578,2.41177224432119,-35,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"55","asd","GO:0000166~nucleotide binding",0.0037784869529737,-1.04229438391377,-1,-2.42268207305222,0.000560999762177938,578,2.42268207305222,-36,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"56","pheS","GO:0000166~nucleotide binding",0.00361692337272432,-1.57942804523386,-1,-2.4416606920002,0.000560999762177938,578,2.4416606920002,-37,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"57","nusA","GO:0000166~nucleotide binding",0.00339947772038357,-1.46398111820943,-1,-2.46858780077497,0.000560999762177938,578,2.46858780077497,-38,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"58","infB","GO:0000166~nucleotide binding",0.00279995881524621,-1.45588923602044,-1,-2.55284835667309,0.000560999762177938,578,2.55284835667309,-39,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"59","aroE","GO:0000166~nucleotide binding",0.00275168688643373,-1.4208491511325,-1,-2.56040098585459,0.000560999762177938,578,2.56040098585459,-40,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"60","pykF","GO:0000166~nucleotide binding",0.00275168688643373,-1.25007391726067,-1,-2.56040098585459,0.000560999762177938,578,2.56040098585459,-41,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"61","pdxA","GO:0000166~nucleotide binding",0.00264139111443625,-1.16362820398831,-1,-2.57816728744691,0.000560999762177938,578,2.57816728744691,-42,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"62","livF","GO:0000166~nucleotide binding",0.00224065723628321,-1.58420502132647,-1,-2.64962457442261,0.000560999762177938,578,2.64962457442261,-43,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"63","murC","GO:0000166~nucleotide binding",0.00166566357203114,-1.20122449827643,-1,-2.77841271215183,0.000560999762177938,578,2.77841271215183,-44,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"64","thiL","GO:0000166~nucleotide binding",0.00166566357203114,-1.42013827033675,-1,-2.77841271215183,0.000560999762177938,578,2.77841271215183,-45,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"65","deaD","GO:0000166~nucleotide binding",0.0016467374234775,-1.90190326041849,-1,-2.78337564468328,0.000560999762177938,578,2.78337564468328,-46,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"66","trmE","GO:0000166~nucleotide binding",0.000957196285904647,-1.11660689412442,-1,-3.01899899519676,0.000560999762177938,578,3.01899899519676,-47,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"67","rfaE","GO:0000166~nucleotide binding",0.000809152751993403,-1.0877834031358,-1,-3.09196948446231,0.000560999762177938,578,3.09196948446231,-48,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"68","sfcA","GO:0000166~nucleotide binding",0.000654037244198179,-1.31846104968752,-1,-3.18439752004087,0.000560999762177938,578,3.18439752004087,-49,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"69","phoQ","GO:0000166~nucleotide binding",0.000578744811988606,-1.38643910860672,-1,-3.23751288907951,0.000560999762177938,578,3.23751288907951,-50,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"70","thiD","GO:0000166~nucleotide binding",0.000571976636009026,-1.56784778437374,-1,-3.24262171082164,0.000560999762177938,578,3.24262171082164,-51,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"71","uup","GO:0000166~nucleotide binding",0.000569118852691324,-1.34092786636973,-1,-3.24479702766843,0.000560999762177938,578,3.24479702766843,-52,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"72","asnA","GO:0000166~nucleotide binding",0.000415135818594682,-1.98082208252017,-1,-3.38180979336947,0.000560999762177938,578,3.38180979336947,-53,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"73","cysA","GO:0000166~nucleotide binding",0.000415135818594682,-1.75683923500218,-1,-3.38180979336947,0.000560999762177938,578,3.38180979336947,-54,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"74","pyrH","GO:0000166~nucleotide binding",0.00039741707053207,-1.19548212742507,-1,-3.40075348227236,0.000560999762177938,578,3.40075348227236,-55,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"75","fusA","GO:0000166~nucleotide binding",0.000374293952128334,-1.92797828056379,-1,-3.42678719019392,0.000560999762177938,578,3.42678719019392,-56,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"76","menE","GO:0000166~nucleotide binding",0.000306317479442629,-1.72221772231803,-1,-3.51382822027182,0.000560999762177938,578,3.51382822027182,-57,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"77","purD","GO:0000166~nucleotide binding",0.000292294539215935,-2.13500727963634,-1,-3.53417929826056,0.000560999762177938,578,3.53417929826056,-58,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"78","gnd","GO:0000166~nucleotide binding",0.000258094189604138,-1.47962863351962,-1,-3.58822177248544,0.000560999762177938,578,3.58822177248544,-59,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"79","bipA","GO:0000166~nucleotide binding",0.000246951552615932,-2.03522439415841,-1,-3.60738823902901,0.000560999762177938,578,3.60738823902901,-60,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"80","atpD","GO:0000166~nucleotide binding",0.000211753750919991,-1.81415111019526,-1,-3.67416888801295,0.000560999762177938,578,3.67416888801295,-61,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"81","cysC","GO:0000166~nucleotide binding",0.000189615331583556,-1.77338646845875,-1,-3.72212655015754,0.000560999762177938,578,3.72212655015754,-62,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"82","cysJ","GO:0000166~nucleotide binding",0.000188327059044331,-2.25488733883415,-1,-3.72508727557889,0.000560999762177938,578,3.72508727557889,-63,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"83","cysN","GO:0000166~nucleotide binding",0.000134674920466044,-2.03925799928856,-1,-3.87071327225996,0.000560999762177938,578,3.87071327225996,-64,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"84","thrA","GO:0000166~nucleotide binding",0.000134587205801738,-1.86552108794883,-1,-3.87099622327551,0.000560999762177938,578,3.87099622327551,-65,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"85","mrp","GO:0000166~nucleotide binding",0.000117434870074524,-1.35766981098234,-1,-3.93020292836624,0.000560999762177938,578,3.93020292836624,-66,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"86","fecE","GO:0000166~nucleotide binding",0.000116738904100488,-2.3811431425361,-1,-3.93278438799472,0.000560999762177938,578,3.93278438799472,-67,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"87","cysD","GO:0000166~nucleotide binding",7.04881456170359e-05,-2.32455864448105,-1,-4.15188391458295,0.000560999762177938,578,4.15188391458295,-68,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"88","secA","GO:0000166~nucleotide binding",6.48636580013632e-05,-1.67177370916894,-1,-4.18799856283218,0.000560999762177938,578,4.18799856283218,-69,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"89","rplW","GO:0000166~nucleotide binding",3.19120142500601e-05,-2.74060382253435,-1,-4.49604578276737,0.000560999762177938,578,4.49604578276737,-70,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"90","pheT","GO:0000166~nucleotide binding",1.53356008174232e-05,-1.4015684122584,-1,-4.81429920458009,0.000560999762177938,578,4.81429920458009,-71,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"91","ydiJ","GO:0000166~nucleotide binding",1.53356008174232e-05,-2.25130623696249,-1,-4.81429920458009,0.000560999762177938,578,4.81429920458009,-72,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
"92","thrB","GO:0000166~nucleotide binding",1.53154959122774e-05,-1.79659471747753,-1,-4.8148689362731,0.000560999762177938,578,4.8148689362731,-73,9,78,"nucleotide binding
 padj:0.00056 N( -78/ +9/ 578)","nucleotide binding","mrna","Exp","Mg_mM_Levels","baseMghighMg","MF"
