"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_Long","pick_data","growthPhase","test_for","base","contrast","df_category"
"18",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_47","947793","rpsD",0.000496895942927188,-2.14203587196965,-1,-3.30373454918228,3.30373454918228,-9,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"19",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_13","948723","rpsF",0.000454479857397806,-1.91554590842771,-1,-3.3424853599994,3.3424853599994,-10,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"20",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_13","948723","rpsF",0.000454479857397806,-1.91554590842771,-1,-3.3424853599994,3.3424853599994,-10,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"21",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_12","948721","rpsR",0.000429807215593843,-1.40524895317974,-1,-3.36672629785741,3.36672629785741,-11,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"22",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_12","948721","rpsR",0.000429807215593843,-1.40524895317974,-1,-3.36672629785741,3.36672629785741,-11,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"23",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_41","945190","rpmA",0.000380564971539281,-1.89362424590527,-1,-3.41957118811229,3.41957118811229,-12,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"24",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_41","945190","rpmA",0.000380564971539281,-1.89362424590527,-1,-3.41957118811229,3.41957118811229,-12,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"25",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_08","947845","rpsL",0.000322815562684456,-2.18569215888412,-1,-3.49104553644977,3.49104553644977,-13,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"26",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_08","947845","rpsL",0.000322815562684456,-2.18569215888412,-1,-3.49104553644977,3.49104553644977,-13,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"27",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_05","947801","rpsN",0.000277292174016938,-1.96678499734245,-1,-3.55706238728914,3.55706238728914,-14,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"28",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_05","947801","rpsN",0.000277292174016938,-1.96678499734245,-1,-3.55706238728914,3.55706238728914,-14,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"29",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_18","946349","rpmI",0.000247880930952205,-2.27038674145016,-1,-3.6057568814644,3.6057568814644,-15,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"30",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_18","946349","rpmI",0.000247880930952205,-2.27038674145016,-1,-3.6057568814644,3.6057568814644,-15,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"31",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_27","947817","rplC",0.00023719594271105,-1.79763805602039,-1,-3.6248927439472,3.6248927439472,-16,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"32",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_27","947817","rplC",0.00023719594271105,-1.79763805602039,-1,-3.6248927439472,3.6248927439472,-16,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"33",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_34","947807","rpmC",0.000218601042188281,-1.85960727653067,-1,-3.66034777186692,3.66034777186692,-17,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"34",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_34","947807","rpmC",0.000218601042188281,-1.85960727653067,-1,-3.66034777186692,3.66034777186692,-17,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"35",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_09","946318","rpmG",0.000172669509258334,-2.18551848681293,-1,-3.76278434529269,3.76278434529269,-18,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"36",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_09","946318","rpmG",0.000172669509258334,-2.18551848681293,-1,-3.76278434529269,3.76278434529269,-18,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"37",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_01","947577","rpsU",0.000137754909470957,-1.83128858004466,-1,-3.86089291430448,3.86089291430448,-19,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"38",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_01","947577","rpsU",0.000137754909470957,-1.83128858004466,-1,-3.86089291430448,3.86089291430448,-19,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"39",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_23","947096","rplS",0.000133599074253702,-1.7161177006665,-1,-3.87419655120106,3.87419655120106,-20,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"40",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_23","947096","rplS",0.000133599074253702,-1.7161177006665,-1,-3.87419655120106,3.87419655120106,-20,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"41",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_20","948489","rplL",3.29128809825023e-05,-1.5513772986609,-1,-4.48263410068828,4.48263410068828,-21,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"42",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_20","948489","rplL",3.29128809825023e-05,-1.5513772986609,-1,-4.48263410068828,4.48263410068828,-21,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"43",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_42","947813","rplV",2.83281758548064e-05,-1.77675955073616,-1,-4.54778139024123,4.54778139024123,-22,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"44",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_42","947813","rplV",2.83281758548064e-05,-1.77675955073616,-1,-4.54778139024123,4.54778139024123,-22,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"45",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_39","947809","rplN",2.44326040456613e-05,-1.86835127558306,-1,-4.61203024312104,4.61203024312104,-23,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"46",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_39","947809","rplN",2.44326040456613e-05,-1.86835127558306,-1,-4.61203024312104,4.61203024312104,-23,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"47",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_04","947800","rplE",1.19005687897486e-05,-1.94123305893023,-1,-4.92443228093135,4.92443228093135,-24,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"48",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_04","947800","rplE",1.19005687897486e-05,-1.94123305893023,-1,-4.92443228093135,4.92443228093135,-24,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"49",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_50","948425","rpmE",8.78053155625416e-06,-2.59156542885438,-1,-5.0564791919572,5.0564791919572,-25,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"50",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_50","948425","rpmE",8.78053155625416e-06,-2.59156542885438,-1,-5.0564791919572,5.0564791919572,-25,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"51",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_10","947846","rpsG",6.7754269256617e-06,-1.7941268612116,-1,-5.16906333431076,5.16906333431076,-26,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"52",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_10","947846","rpsG",6.7754269256617e-06,-1.7941268612116,-1,-5.16906333431076,5.16906333431076,-26,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"53",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_48","947792","rpsK",5.49564219042102e-06,-1.75200394009966,-1,-5.25998155101843,5.25998155101843,-27,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"54",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_48","947792","rpsK",5.49564219042102e-06,-1.75200394009966,-1,-5.25998155101843,5.25998155101843,-27,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"55",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_43","947797","rpmD",3.05364118887703e-06,-1.72360256416297,-1,-5.51518199506139,5.51518199506139,-28,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"56",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural molecule activity","gene_43","947797","rpmD",3.05364118887703e-06,-1.72360256416297,-1,-5.51518199506139,5.51518199506139,-28,0,51,"structural molecule activity
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"57",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",51,4.13961038961039,2.25051585801002e-09,69,56,108,1.42546583850932,1.14776303683506e-07,1.14776303683506e-07,2.17714132277891e-08,"structural constituent of ribosome","gene_11","948720","rplI",1.89373131037501e-06,-1.93756878693121,-1,-5.72268164027431,5.72268164027431,-29,0,51,"structural constituent of ribosome
 padj:0.00000 N( -51/ +0/ 56)","protein","Sta","Na_mM_Levels","baseNa","highNa","kegg"
