,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,vs
37,ECB_00037,1133.10727466396,0.788724776905768,0.704527855243389,1.11950829344184,0.262923354777878,0.592117942217304,carB,1,mrna,Exp,carbonSource,glucoselactate
38,ECB_00038,4.89679662492738,-0.0204351344624895,0.576014431838469,-0.0354767751170166,0.971699565486775,0.992971607685697,caiF,-1,mrna,Exp,carbonSource,glucoselactate
39,ECB_00039,1.84341302157617,0.0250225192628601,0.660773393155809,0.0378685333308508,0.969792501809599,NA,caiE,1,mrna,Exp,carbonSource,glucoselactate
40,ECB_00040,0.881765999283328,0.844117206926075,0.811322429642483,1.04042138622747,0.298144170042581,NA,caiD,1,mrna,Exp,carbonSource,glucoselactate
41,ECB_00041,1.13011204313742,0.0775843351175915,0.677437703910615,0.114526154463685,0.90882071453421,NA,caiC,1,mrna,Exp,carbonSource,glucoselactate
42,ECB_00042,1.00505253250063,0.326570416449151,0.723342430229275,0.451474160510174,0.651647844226362,NA,caiB,1,mrna,Exp,carbonSource,glucoselactate
43,ECB_00043,19.6140203280829,0.524393658021432,0.28866265825722,1.81663143126104,0.0692735673498141,0.288972215240213,caiA,1,mrna,Exp,carbonSource,glucoselactate
44,ECB_00044,4.09900457216144,1.16163754614221,0.792850266629913,1.46514114333323,0.142882413502294,0.433093076445939,caiT,1,mrna,Exp,carbonSource,glucoselactate
45,ECB_00045,1.57552608670269,-0.549707509203594,0.760600784996557,-0.72272803295369,0.46984698936977,NA,fixA,-1,mrna,Exp,carbonSource,glucoselactate
46,ECB_00046,0.548452019966552,0.589135357090891,0.786493906656789,0.749065380042389,0.453817800111927,NA,fixB,1,mrna,Exp,carbonSource,glucoselactate
47,ECB_00047,0.668652834251692,0.184574260215345,0.776609673896495,0.237666702359344,0.812139611394275,NA,fixC,1,mrna,Exp,carbonSource,glucoselactate
48,ECB_00048,0.437660752453522,-0.26272476398642,0.838739721517384,-0.313237536325475,0.754100202442495,NA,fixX,-1,mrna,Exp,carbonSource,glucoselactate
49,ECB_00049,1.54163139209051,-0.0858931484837728,0.636099678287272,-0.135030957278652,0.892587398107085,NA,yaaU,-1,mrna,Exp,carbonSource,glucoselactate
50,ECB_00050,3.02658640069004,-0.163886829110657,0.531306402818754,-0.30846010558349,0.757732252321424,0.898655244579172,yabF,-1,mrna,Exp,carbonSource,glucoselactate
51,ECB_00051,17.7378612983643,0.444929829167891,0.331923547830991,1.34045876550597,0.180096241464878,0.496773298986685,kefC,1,mrna,Exp,carbonSource,glucoselactate
52,ECB_00052,29.9320400235921,0.563235458113563,0.472674224334991,1.19159334085962,0.233420737361629,0.56132129698868,folA,1,mrna,Exp,carbonSource,glucoselactate
53,ECB_00053,32.5686594999852,0.680858919496523,0.57611855171735,1.18180349767761,0.237283679660614,0.565227479487887,apaH,1,mrna,Exp,carbonSource,glucoselactate
54,ECB_00054,15.8348605468378,0.974893423804761,0.410715708720779,2.37364532961541,0.0176134600713728,0.128551827198485,apaG,1,mrna,Exp,carbonSource,glucoselactate
55,ECB_00055,82.1659143866569,0.690989614566711,0.471681894027381,1.46494835463538,0.142935008728033,0.433093076445939,ksgA,1,mrna,Exp,carbonSource,glucoselactate
56,ECB_00056,140.017750301099,0.596141114406409,0.529875716194175,1.12505837913876,0.26056429673377,0.589586422955637,pdxA,1,mrna,Exp,carbonSource,glucoselactate
57,ECB_00057,572.475615313561,0.693198379917716,0.511865871644925,1.35425785995472,0.175654125305791,0.492934935350188,surA,1,mrna,Exp,carbonSource,glucoselactate
58,ECB_00058,524.068380668718,0.150467281638841,0.423354537478,0.355416721254961,0.722277423797079,0.881167881960345,imp,1,mrna,Exp,carbonSource,glucoselactate
59,ECB_00059,32.004192460502,0.0545140726783682,0.329920355651556,0.165234038289966,0.868759774791026,0.949242555832739,djlA,1,mrna,Exp,carbonSource,glucoselactate
60,ECB_00060,21.7800384185478,0.536662129835883,0.344276609212568,1.55881089645718,0.119041144430882,0.392860365157139,rluA,1,mrna,Exp,carbonSource,glucoselactate
61,ECB_00061,81.0270856162202,0.808492596856231,0.583843846068748,1.38477540236166,0.166121154519564,0.476900782096216,hepA,1,mrna,Exp,carbonSource,glucoselactate
62,ECB_00062,25.6911664270232,0.362957711418992,0.271936766029353,1.33471364214066,0.181970086879484,0.497880324367245,polB,1,mrna,Exp,carbonSource,glucoselactate
63,ECB_00063,1.26621031967263,0.156566542421253,0.794671060759454,0.197020566310324,0.843811443622907,NA,araD,1,mrna,Exp,carbonSource,glucoselactate
64,ECB_00064,11.9176385523799,-0.656765770929839,0.742482423867237,-0.884553963592915,0.376397245380819,0.678859317561834,araA,-1,mrna,Exp,carbonSource,glucoselactate
65,ECB_00065,5.23895273020748,-0.483466442395731,0.744894558864734,-0.649040104592204,0.51631245435769,0.775659840478327,araB,-1,mrna,Exp,carbonSource,glucoselactate
66,ECB_00066,17.5212856084989,-0.948424426932978,0.602256286770419,-1.57478543232629,0.115305980087774,0.385085001635824,araC,-1,mrna,Exp,carbonSource,glucoselactate
67,ECB_00067,69.9250060601812,-0.0516533091677363,0.451602316533582,-0.114377865827212,0.908938259345796,0.966848852065128,yabI,-1,mrna,Exp,carbonSource,glucoselactate
68,ECB_00068,2.25632322675619,0.477591334826766,0.641151579734595,0.744896136767635,0.456334510761162,NA,yabJ,1,mrna,Exp,carbonSource,glucoselactate
69,ECB_00069,1.92894819496444,0.470510499669478,0.627097713665739,0.750298541066398,0.453074921104203,NA,thiP,1,mrna,Exp,carbonSource,glucoselactate
70,ECB_00070,1.85764514039729,0.0172884851730756,0.661138465347423,0.0261495678730334,0.979138041117098,NA,tbpA,1,mrna,Exp,carbonSource,glucoselactate
71,ECB_00071,25.4877220817128,-0.488303094653043,0.371303327364357,-1.31510562568667,0.188474406182633,0.506600964360255,yabN,-1,mrna,Exp,carbonSource,glucoselactate
72,ECB_00072,36.933373561039,0.353236701173608,0.267171070463149,1.32213678884193,0.186122605287398,0.502033970411983,setA,1,mrna,Exp,carbonSource,glucoselactate
73,ECB_00073,679.151404774716,-0.696748254343136,0.551962459702344,-1.26231094541986,0.206836919694623,0.529610011477858,leuD,-1,mrna,Exp,carbonSource,glucoselactate
74,ECB_00074,455.604487136937,0.073043653594659,0.609013032207058,0.119937751298933,0.904532459100379,0.964719985007226,leuC,1,mrna,Exp,carbonSource,glucoselactate
75,ECB_00075,394.035834563186,0.246928931516848,0.656255462543245,0.376269525528828,0.706716532546916,0.872079305064372,leuB,1,mrna,Exp,carbonSource,glucoselactate
76,ECB_00076,171.327031388612,0.33669810714247,0.561088439825272,0.600080278337798,0.548452735354219,0.798250203902014,leuA,1,mrna,Exp,carbonSource,glucoselactate
77,ECB_00077,358.757356165868,0.417060062696228,0.476047770543603,0.876088679545718,0.380981826448441,0.684166178638284,leuL,1,mrna,Exp,carbonSource,glucoselactate
78,ECB_00078,3.09538768245108,-0.38920608244389,0.56376886421407,-0.690364628395127,0.489964914775706,0.760975331289575,leuO,-1,mrna,Exp,carbonSource,glucoselactate
79,ECB_00079,216.598326905678,-0.161316351569394,0.404909866558441,-0.398400643927284,0.690334883333007,0.866950326356033,ilvI,-1,mrna,Exp,carbonSource,glucoselactate
80,ECB_00080,347.366800076506,-0.325188594713629,0.711820693301231,-0.45684060294102,0.647785619271472,0.848095305305389,ilvH,-1,mrna,Exp,carbonSource,glucoselactate
81,ECB_00081,266.543313119096,-0.319582120345136,0.237542732296777,-1.34536686201732,0.178506791167041,0.493121476995906,fruR,-1,mrna,Exp,carbonSource,glucoselactate
82,ECB_00082,111.386220243115,-1.08772833932385,0.345614025918572,-3.14723436478856,0.0016482279242129,0.0278817523835414,yabB,-1,mrna,Exp,carbonSource,glucoselactate
83,ECB_00083,166.516259674237,-0.884120543929903,0.375372355653216,-2.35531607646326,0.0185069562043633,0.13181423748194,mraW,-1,mrna,Exp,carbonSource,glucoselactate
84,ECB_00084,89.5031290628942,-0.246467987043003,0.318580591870398,-0.773644074160264,0.439141300753451,0.732195075243247,ftsL,-1,mrna,Exp,carbonSource,glucoselactate
85,ECB_00085,680.118301261301,-0.561673170205394,0.440933303581455,-1.27382795911136,0.202724394126781,0.524710033605443,ftsI,-1,mrna,Exp,carbonSource,glucoselactate
86,ECB_00086,322.408527801478,-0.000877897356904548,0.413343648069763,-0.00212389221657128,0.998305380465637,0.999095834789871,murE,-1,mrna,Exp,carbonSource,glucoselactate
87,ECB_00087,117.726293172997,0.123534081804393,0.516086771887261,0.239366882729129,0.810821107409632,0.926217316494165,murF,1,mrna,Exp,carbonSource,glucoselactate
88,ECB_00088,182.354569315072,0.193548522116447,0.461035001348875,0.419813076122576,0.674622011686173,0.858560792693881,mraY,1,mrna,Exp,carbonSource,glucoselactate
89,ECB_00089,241.7468614053,0.0511496379485626,0.435699502156198,0.11739659489036,0.906545782299034,0.965334210882203,murD,1,mrna,Exp,carbonSource,glucoselactate
90,ECB_00090,83.2042716907684,0.281130663081777,0.493513608296794,0.569651288952316,0.568914234383784,0.81090903092563,ftsW,1,mrna,Exp,carbonSource,glucoselactate
91,ECB_00091,125.562187589379,-0.173314359727895,0.408194400274888,-0.424587793490506,0.671137192897287,0.856856953680771,murG,-1,mrna,Exp,carbonSource,glucoselactate
92,ECB_00092,304.779205945913,0.131048626861319,0.490474658504821,0.267187355328025,0.789324911351726,0.914905641944714,murC,1,mrna,Exp,carbonSource,glucoselactate
93,ECB_00093,283.349308159492,-0.030396952473762,0.454505396294042,-0.0668791893817179,0.946677880406669,0.982034663988618,ddl,-1,mrna,Exp,carbonSource,glucoselactate
94,ECB_00094,121.534339652665,0.0187773562173592,0.379419413990009,0.0494897085520607,0.96052903853703,0.988099779458,ftsQ,1,mrna,Exp,carbonSource,glucoselactate
95,ECB_00095,577.993824030749,-0.846715674035803,0.4403948900082,-1.92262828939736,0.0545267485963243,0.255965370370208,ftsA,-1,mrna,Exp,carbonSource,glucoselactate
96,ECB_00096,1021.27398521512,-0.395130807907646,0.371007981650353,-1.06501969620704,0.28686701674588,0.610216834682569,ftsZ,-1,mrna,Exp,carbonSource,glucoselactate
97,ECB_00097,2653.09293758313,0.124110211809723,0.355381136332011,0.349231287543001,0.726915679064788,0.883744852308259,lpxC,1,mrna,Exp,carbonSource,glucoselactate
98,ECB_00098,54.1487026882422,0.174447339759295,0.429105787534338,0.406536907277987,0.684348144641604,0.863933190570405,yacA,1,mrna,Exp,carbonSource,glucoselactate
99,ECB_00099,2937.44175975879,-0.098137778247082,0.596010830837321,-0.164657709507075,0.869213405461002,0.949242555832739,secA,-1,mrna,Exp,carbonSource,glucoselactate
100,ECB_00100,21.7372811407408,0.924508111984351,0.543882055125451,1.69983198245271,0.089162533821471,0.333160005859824,mutT,1,mrna,Exp,carbonSource,glucoselactate
101,ECB_00101,10.5096520632672,0.401764026813883,0.40352334264607,0.99564011385153,0.319425036995125,0.635608148241643,yacG,1,mrna,Exp,carbonSource,glucoselactate
102,ECB_00102,24.2151674947283,0.588877679279036,0.393866382747728,1.49512043950248,0.134883012430201,0.418632296414854,yacF,1,mrna,Exp,carbonSource,glucoselactate
103,ECB_00103,9.31463027177024,-0.313916215927172,0.387026015859553,-0.811098487087463,0.417309114617469,0.71364628263034,coaE,-1,mrna,Exp,carbonSource,glucoselactate
104,ECB_00104,82.9729635981368,-0.142935063909851,0.415182658267182,-0.344270313472169,0.730643007698427,0.885472477880442,guaC,-1,mrna,Exp,carbonSource,glucoselactate
105,ECB_00105,2.84313244001584,0.399047110535975,0.485528709547689,0.821881595648014,0.411144288532633,0.709733909396012,hofC,1,mrna,Exp,carbonSource,glucoselactate
106,ECB_00106,6.44804583803812,0.132468440704614,0.47929338175887,0.276382787132366,0.782254075912651,0.911760836348965,hofB,1,mrna,Exp,carbonSource,glucoselactate
107,ECB_00107,0.358223042136483,0.675670124904686,0.810453434899147,0.83369394934919,0.404453468604735,NA,ppdD,1,mrna,Exp,carbonSource,glucoselactate
108,ECB_00108,75.776873551843,0.124958123574776,0.337789436633622,0.369929044614588,0.711435359712029,0.873516051599791,nadC,1,mrna,Exp,carbonSource,glucoselactate
109,ECB_00109,38.1765985597409,-0.394629820124706,0.334269258031226,-1.18057467339052,0.237771729715172,0.565662509022605,ampD,-1,mrna,Exp,carbonSource,glucoselactate
110,ECB_00110,41.6852337680035,-0.819270632570745,0.378876186933017,-2.16237034901216,0.0305896411712942,0.18173845637063,ampE,-1,mrna,Exp,carbonSource,glucoselactate
111,ECB_00111,692.038047653934,0.942269496977271,0.551885541026737,1.70736398569939,0.087754419934601,0.330043145872627,aroP,1,mrna,Exp,carbonSource,glucoselactate
112,ECB_00112,79.2120143021671,-0.159008728603174,0.601755132949161,-0.264241582492006,0.791593771181317,0.915473620539821,pdhR,-1,mrna,Exp,carbonSource,glucoselactate
113,ECB_00113,6123.78554785017,0.167071192980736,0.492698466157745,0.339094201537956,0.73453876644845,0.88703540165677,aceE,1,mrna,Exp,carbonSource,glucoselactate
114,ECB_00114,1932.00749957166,0.833904799710247,0.457215346416471,1.82387753658351,0.0681705884141007,0.285612745228862,aceF,1,mrna,Exp,carbonSource,glucoselactate
115,ECB_00115,2180.98982756761,-0.207605117726755,0.303146512546143,-0.684834260447429,0.493448513332279,0.762124140378354,lpdA,-1,mrna,Exp,carbonSource,glucoselactate
116,ECB_00116,3.54965676791221,-0.254858003692085,0.607864860168978,-0.419267538546705,0.675020617617734,0.858560792693881,yacH,-1,mrna,Exp,carbonSource,glucoselactate
117,ECB_00117,2650.69823103969,0.284010992874621,0.396163126964784,0.716904157765969,0.473433236330321,0.750052749460319,acnB,1,mrna,Exp,carbonSource,glucoselactate
118,ECB_00118,70.2040043238152,-1.59002935009032,0.416305741811664,-3.81937886124483,0.000133788142705009,0.00506722590495223,yacL,-1,mrna,Exp,carbonSource,glucoselactate
119,ECB_00119,86.2169821040247,0.496327933012863,0.602622067125911,0.823613936641921,0.410158954589722,0.709423869043873,speD,1,mrna,Exp,carbonSource,glucoselactate
120,ECB_00120,94.27557187998,0.276039251281265,0.531738246856862,0.519126192093478,0.60367274442918,0.829023228429057,speE,1,mrna,Exp,carbonSource,glucoselactate
121,ECB_00121,45.1169348690196,0.580233166265613,0.452462785711211,1.28238870596521,0.199706324101081,0.522271776434981,yacC,1,mrna,Exp,carbonSource,glucoselactate
122,ECB_00122,584.808848594169,-0.986620841083469,0.746602748928355,-1.32148032203153,0.186341259571098,0.502081987187121,cueO,-1,mrna,Exp,carbonSource,glucoselactate
123,ECB_00123,537.974024852532,-1.05183189679404,0.519161049496462,-2.02602236399325,0.0427624929294233,0.223675694816398,gcd,-1,mrna,Exp,carbonSource,glucoselactate
124,ECB_00124,236.890211813038,-0.34696157696883,0.490103950461467,-0.707934667007154,0.478985830240902,0.753402440864996,hpt,-1,mrna,Exp,carbonSource,glucoselactate
125,ECB_00125,194.771969405092,-0.242966194746238,0.503241956318117,-0.482801943867833,0.629236370458571,0.841253438723794,yadF,-1,mrna,Exp,carbonSource,glucoselactate
126,ECB_00126,53.3589433543696,-1.05970184293473,0.478121293196957,-2.21638705076078,0.0266650057758632,0.16674383536764,yadG,-1,mrna,Exp,carbonSource,glucoselactate
127,ECB_00127,100.022537060823,-0.950749511814634,0.327300376609885,-2.90482254149023,0.00367461375553562,0.0486011414571438,yadH,-1,mrna,Exp,carbonSource,glucoselactate
128,ECB_00128,36.4960048768394,-2.00785512975484,0.389628855028088,-5.15325059693049,2.56009484528878e-07,3.55533171639479e-05,yadI,-1,mrna,Exp,carbonSource,glucoselactate
129,ECB_00129,18.1730833147729,0.393011043514472,0.343383844744564,1.14452397667929,0.252406400182531,0.581231071367255,yadE,1,mrna,Exp,carbonSource,glucoselactate
130,ECB_00130,116.039803855302,0.208990075743853,0.378198105026498,0.552594190627185,0.5805413208718,0.816677545496854,panD,1,mrna,Exp,carbonSource,glucoselactate
131,ECB_00131,11.9179855814399,-0.746732018131645,0.472120460234649,-1.58165570236145,0.113728190438317,0.383530476974045,yadD,-1,mrna,Exp,carbonSource,glucoselactate
132,ECB_00132,99.2665835243499,-0.383251353102035,0.383106788520956,-1.00037734800168,0.317127927978766,0.635028515606005,panC,-1,mrna,Exp,carbonSource,glucoselactate
133,ECB_00133,42.6062460661934,-0.142503023771301,0.328944472946703,-0.433213005510477,0.66486003140825,0.855250480090161,panB,-1,mrna,Exp,carbonSource,glucoselactate
134,ECB_00134,12.7618157403981,0.22249668936822,0.382239618667537,0.582086938407455,0.560508122668067,0.80768420789134,yadC,1,mrna,Exp,carbonSource,glucoselactate
135,ECB_00135,0.29733499579342,0.900499209740754,0.82329282281455,1.09377755372901,0.274052550927692,NA,yadK,1,mrna,Exp,carbonSource,glucoselactate
136,ECB_00136,0.525095792594409,0.941065714916001,0.750517782390795,1.25388863128361,0.209882487818479,NA,yadL,1,mrna,Exp,carbonSource,glucoselactate
137,ECB_00137,0.601851514910005,-0.146525461995942,0.799218597537017,-0.183335901401063,0.854534466520012,NA,yadM,-1,mrna,Exp,carbonSource,glucoselactate
138,ECB_00138,0.92435079634822,-0.351568927531943,0.753929355840105,-0.466315477449726,0.64098970175566,NA,htrE,-1,mrna,Exp,carbonSource,glucoselactate
139,ECB_00139,0.156038732560389,-0.560369947483854,0.74652437443638,-0.750638514525301,0.452870235596554,NA,ecpD,-1,mrna,Exp,carbonSource,glucoselactate
140,ECB_00140,0.665811379234659,-0.0755000515511596,0.765889367050181,-0.0985782735722624,0.921473121160327,NA,yadN,-1,mrna,Exp,carbonSource,glucoselactate
141,ECB_00141,2.83614759066268,1.09045736336254,0.688793796933365,1.58314051058162,0.113389441987125,0.383530476974045,folK,1,mrna,Exp,carbonSource,glucoselactate
142,ECB_00142,117.327989454092,0.888858232974104,0.579541797863914,1.53372584384815,0.12509711304711,0.401367246655847,pcnB,1,mrna,Exp,carbonSource,glucoselactate
143,ECB_00143,8.10337082353466,0.696204840047852,0.624695587038401,1.1144705589301,0.265077367962115,0.594951425870525,yadB,1,mrna,Exp,carbonSource,glucoselactate
144,ECB_00144,538.677103216237,-0.270762960002681,0.437216975203013,-0.619287391293436,0.535727049267765,0.789729436182866,dksA,-1,mrna,Exp,carbonSource,glucoselactate
145,ECB_00145,195.483213573275,-2.06937856023258,0.649128502377575,-3.18793359504787,0.00143293440184329,0.0254040976667218,sfsA,-1,mrna,Exp,carbonSource,glucoselactate
146,ECB_00146,5.10887462844348,-0.248898638165239,0.541693388762945,-0.459482510454196,0.645887708645246,0.847617019229432,ligT,-1,mrna,Exp,carbonSource,glucoselactate
147,ECB_00147,44.8704168372924,0.372574219751714,0.380330175311429,0.979607309482178,0.327279995446771,0.642516371517135,hrpB,1,mrna,Exp,carbonSource,glucoselactate
148,ECB_00148,200.545901194367,0.455543224028147,0.45574952809516,0.999547330157696,0.317529623144551,0.635028515606005,mrcB,1,mrna,Exp,carbonSource,glucoselactate
149,ECB_00149,364.87026780583,0.599604028289973,0.566276441767862,1.05885391668081,0.289666314354552,0.612211684048016,fhuA,1,mrna,Exp,carbonSource,glucoselactate
150,ECB_00150,17.1486497765354,0.318118136621046,0.685219102429585,0.464257542577393,0.642463238900874,0.847045085148977,fhuC,1,mrna,Exp,carbonSource,glucoselactate
151,ECB_00151,55.4026080715278,0.749414001277747,0.634276564548881,1.18152560438798,0.237393988083062,0.565227479487887,fhuD,1,mrna,Exp,carbonSource,glucoselactate
152,ECB_00152,86.6775929086651,-0.0621426558333981,0.745687187228803,-0.0833360917254577,0.933584303045206,0.977579793292388,fhuB,-1,mrna,Exp,carbonSource,glucoselactate
153,ECB_00153,326.566559729912,-0.0236525606426364,0.32307821290714,-0.0732100144723613,0.941638997378219,0.980775868206752,hemL,-1,mrna,Exp,carbonSource,glucoselactate
154,ECB_00154,43.2846864810923,-0.597633652029147,0.255283810622527,-2.34105582556048,0.0192292915888544,0.135213563007704,yadQ,-1,mrna,Exp,carbonSource,glucoselactate
155,ECB_00155,285.754580592389,-0.430908818863802,0.433542839688814,-0.993924427798408,0.320259660786013,0.636032556824482,yadR,-1,mrna,Exp,carbonSource,glucoselactate
156,ECB_00156,11.0301386761193,0.547089956454309,0.430571152346535,1.27061451626001,0.20386582014792,0.525648633673632,yadS,1,mrna,Exp,carbonSource,glucoselactate
157,ECB_00157,15.7102067434902,0.655024588036838,0.651819751519693,1.00491675269071,0.314936936928543,0.634927480065772,yadT,1,mrna,Exp,carbonSource,glucoselactate
158,ECB_00158,222.26159238037,-0.429744567004592,0.366400356440343,-1.17288250257083,0.240842927200171,0.568511341645742,pfs,-1,mrna,Exp,carbonSource,glucoselactate
159,ECB_00159,42.0883246264901,-0.52460389815249,0.382882732140183,-1.37014248519418,0.170642427893508,0.48445588770789,dgt,-1,mrna,Exp,carbonSource,glucoselactate
160,ECB_00160,340.173875543566,-0.122321772094444,0.531917601230504,-0.229963760949953,0.818119929647034,0.927165496604408,degP,-1,mrna,Exp,carbonSource,glucoselactate
161,ECB_00161,46.2665243869616,-0.735285979363628,0.490950571987961,-1.49767822122358,0.134216872899712,0.417688923785939,cdaR,-1,mrna,Exp,carbonSource,glucoselactate
162,ECB_00162,305.906250180348,-1.69894187874194,0.581617134583975,-2.92106572815667,0.00348836224184287,0.0468819006131544,yaeH,-1,mrna,Exp,carbonSource,glucoselactate
163,ECB_00163,10.2489889827942,0.253043160657668,0.444388274467315,0.569419076056832,0.569071774177933,0.81090903092563,yaeI,1,mrna,Exp,carbonSource,glucoselactate
